Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.746219903871868,24.75732849998861,23.8486999145076,24.28857421875,212818400
2015-01-05,24.057535347435078,24.137512513705367,23.417719712206985,23.604331970214844,257142000
2015-01-06,23.668756205006424,23.86647704595982,23.24443284626176,23.606552124023438,263188400
2015-01-07,23.815380861143215,24.03753927102304,23.704301656203306,23.93756866455078,160423600
2015-01-08,24.26636314774089,24.915065278846953,24.148617770201092,24.857303619384766,237458000
2015-01-09,25.030597804043982,25.159450140909826,24.48408809709057,24.883974075317383,214798000
2015-01-12,25.015041562276377,25.02170604470176,24.170840454682892,24.270811080932617,198603200
2015-01-13,24.755112908008694,25.059470554809714,24.195274433127043,24.48630142211914,268367600
2015-01-14,24.224156850283055,24.546285914954115,24.104191087561126,24.39299774169922,195826400
2015-01-15,24.43742660850271,24.450755571546566,23.69541828686753,23.7309627532959,240056000
2015-01-16,23.777618630288504,23.899806455751897,23.371068260038804,23.546573638916016,314053200
2015-01-20,23.9575661169644,24.20860624689587,23.659874611477722,24.153066635131836,199599600
2015-01-21,24.204157443782993,24.672911811933083,24.05308966122845,24.337453842163086,194303600
2015-01-22,24.495188855122496,24.986158779800352,24.37522310007527,24.97060775756836,215185600
2015-01-23,24.948385215518314,25.270514168706313,24.77732232429028,25.09945297241211,185859200
2015-01-26,25.26830279999363,25.406041655556354,25.059474999866676,25.126121520996094,222460000
2015-01-27,24.9750536060997,24.988384266222994,24.221936564113278,24.246374130249023,382274800
2015-01-28,26.13248997647666,26.24134880447562,25.617082595825195,25.617082595825195,585908400
2015-01-29,25.841463746703507,26.4790589334583,25.67262289644265,26.41463279724121,337745600
2015-01-30,26.303554011345867,26.659007100363915,25.959207824992557,26.028078079223633,334982000
2015-02-02,26.225807505114823,26.474623901478232,25.788155057309723,26.354658126831055,250956400
2015-02-03,26.32577242554878,26.45684507806537,26.128051569930538,26.35909652709961,207662800
2015-02-04,26.32577662081883,26.77231558491817,26.283565972465485,26.561264038085938,280598800
2015-02-05,26.768676936789404,26.815515813937402,26.596940626531413,26.750835418701172,168984800
2015-02-06,26.76867740752682,26.81997623969321,26.418512297243982,26.525569915771484,174826400
2015-02-09,26.440823819789642,26.72853773231023,26.414058983023832,26.70177459716797,155559200
2015-02-10,26.802144964030965,27.243755497528635,26.799915836751758,27.214759826660156,248034000
2015-02-11,27.38202815907323,27.861554133931936,27.32180940949719,27.852632522583008,294247200
2015-02-12,28.11582362858301,28.432534983103945,28.006536830368347,28.20503807067871,297898000
2015-02-13,28.387923396573573,28.387923396573573,28.024376589451972,28.34331703186035,217088800
2015-02-17,28.434756747894973,28.744777236769618,28.307626753854027,28.510589599609375,252609600
2015-02-18,28.465985716325328,28.722476570465375,28.425839306967546,28.709095001220703,179566800
2015-02-19,28.655565067400037,28.778235123136476,28.622111144584412,28.648874282836914,149449600
2015-02-20,28.686792165091312,28.88306427001953,28.559663844942996,28.88306427001953,195793600
2015-02-23,28.999035235335292,29.663679122924805,28.918742433910285,29.663679122924805,283896400
2015-02-24,29.6502879441674,29.79749193293198,29.255514848206275,29.47854995727539,276912400
2015-02-25,29.342517156991683,29.351440472874792,28.58196613222988,28.724708557128906,298846800
2015-02-26,28.724698872604694,29.188612447930158,28.238483821586108,29.088247299194336,365150000
2015-02-27,28.994574761945206,29.121706454075337,28.602034051875457,28.65110206604004,248059200
2015-03-02,28.82729907324928,29.057025052791815,28.61541631777035,28.79161262512207,192386800
2015-03-03,28.76262062562293,28.887519791957846,28.56857768919465,28.85183334350586,151265200
2015-03-04,28.793849808479145,28.89644410936619,28.619882599803237,28.668947219848633,126665200
2015-03-05,28.677869930658407,28.715785510904464,28.048910657824322,28.193883895874023,226068400
2015-03-06,28.637719914497385,28.854064342812634,28.160426397654298,28.236257553100586,291368400
2015-03-09,28.53958972994895,28.898678311950718,27.89278717948806,28.356700897216797,354114000
2015-03-10,28.193880208039282,28.37453817397716,27.611758204879983,27.770112991333008,275426400
2015-03-11,27.823641387774657,27.8281013430904,27.234828591930793,27.263822555541992,275756000
2015-03-12,27.279433948436857,27.857095983937246,27.12776994892551,27.756729125976562,193450800
2015-03-13,27.74558010024849,27.96861530732183,27.33965609143995,27.56492042541504,207309200
2015-03-16,27.629604168282974,27.86825180053711,27.404339807169606,27.86825180053711,143497200
2015-03-17,28.080130660699805,28.396840220975246,28.024371863399615,28.33439064025879,204092400
2015-03-18,28.325465976832106,28.807222750382593,28.184954435358183,28.65332794189453,261083600
2015-03-19,28.715778986612957,28.827296574910484,28.414681838534307,28.43698501586914,183238000
2015-03-20,28.604269730150317,28.63772365508533,27.91509165050743,28.080137252807617,274780400
2015-03-23,28.352236379049575,28.515051128701085,28.218413892358317,28.3723087310791,150838800
2015-03-24,28.376769704257562,28.557425973040104,28.227334824603673,28.256330490112305,131369200
2015-03-25,28.222877608330712,28.28532719914313,27.518085479736328,27.518085479736328,206620800
2015-03-26,27.379799251170326,27.85263274507692,27.344112805489548,27.709890365600586,190291600
2015-03-27,27.783496378525207,27.812490343592277,27.41325881028015,27.489089965820312,158184800
2015-03-30,27.66751967746109,28.191652103299248,27.65636723582943,28.184961318969727,188398800
2015-03-31,28.122509221365174,28.211723646988165,27.73665925535943,27.75227165222168,168362400
2015-04-01,27.839255784125836,27.906167030034535,27.455634937713125,27.712125778198242,162485600
2015-04-02,27.886090919277912,28.00429930359269,27.69874216714662,27.95077133178711,128880400
2015-04-06,27.761187544302732,28.439214657045856,27.729962757012604,28.403528213500977,148776000
2015-04-07,28.468212516119703,28.575268458173554,28.09797497255016,28.104665756225586,140049200
2015-04-08,28.06897863149046,28.191648667996017,27.872708274705047,28.013219833374023,149316800
2015-04-09,28.06898018497623,28.231796633201682,27.80356944835671,28.22733497619629,129936000
2015-04-10,28.091281786821686,28.37230660554711,27.937388661253518,28.3477725982666,160752000
2015-04-13,28.631027834516196,28.675637597580586,28.23848710357814,28.292015075683594,145460400
2015-04-14,28.325475565580955,28.390155989571237,28.08236797002589,28.16935157775879,102098400
2015-04-15,28.19387768555363,28.354461584451354,28.10466327397265,28.276399612426758,115881600
2015-04-16,28.164882440536996,28.347771221256455,28.126966868081066,28.140348434448242,113476000
2015-04-17,28.002071581178537,28.133661539638638,27.758962314959685,27.82364273071289,207828000
2015-04-20,28.006532146964158,28.575270929671763,27.91731771978738,28.459293365478516,188217200
2015-04-21,28.57080753145937,28.593109007208575,28.251865458700586,28.305395126342773,129740400
2015-04-22,28.32324176735976,28.74254736328277,28.173808580164312,28.68678855895996,150618000
2015-04-23,28.615415701301764,29.088249217436424,28.579729253943356,28.92097282409668,183083600
2015-04-24,29.103859068107898,29.13508385417906,28.82283259022097,29.05702018737793,178103600
2015-04-27,29.50978401393612,29.692674494429287,29.25106238929802,29.585615158081055,387816800
2015-04-28,29.98931371036218,30.00715353104131,28.89867174682491,29.119474411010742,475696000
2015-04-29,29.03026818601784,29.349206951490967,28.615422495902195,28.691253662109375,253544400
2015-04-30,28.6912455461602,28.6912455461602,27.7857232558686,27.912853240966797,332781600
2015-05-01,28.124737461725672,29.02357071775286,27.946310328523392,28.760387420654297,234050400
2015-05-04,28.883052983211893,29.121702236013707,28.606488161910494,28.70462417602539,203953200
2015-05-05,28.581955696461204,28.64886692816264,28.053363432188448,28.057825088500977,197085600
2015-05-06,28.227335402903112,28.269712636977108,27.513623417372457,27.88163185119629,288564000
2015-05-07,27.94433980407834,28.237737504672765,27.776364686526524,28.05408477783203,175763600
2015-05-08,28.372116064317304,28.582645416259766,28.24445504869353,28.582645416259766,222201600
2015-05-11,28.531135000130202,28.569208952019615,28.136952891723745,28.29149055480957,168143200
2015-05-12,28.13023234720522,28.41690960439626,27.95553850040013,28.190704345703125,192640000
2015-05-13,28.253414467738597,28.4863401637973,28.19070403201726,28.22205924987793,138776800
2015-05-14,28.535616247578584,28.880523681640625,28.479624536905582,28.880523681640625,180814000
2015-05-15,28.907400694140478,29.001466353639586,28.714789081605353,28.8402099609375,152832000
2015-05-18,28.752856226103322,29.276937669583507,28.748375933627074,29.158235549926758,203531600
2015-05-19,29.27021931909787,29.312773554519346,29.03505351424258,29.13136100769043,178532800
2015-05-20,29.11569003844849,29.3351765910795,28.967871099600664,29.129127502441406,145819600
2015-05-21,29.131363735257175,29.48075140148702,29.07761047219789,29.426998138427734,158921600
2015-05-22,29.474048092683464,29.780881680054,29.429251974630663,29.684574127197266,182384000
2015-05-26,29.698004160113488,29.767433333273217,28.91859710134961,29.030580520629883,282790400
2015-05-27,29.191835506522274,29.62185140567404,29.126886630163256,29.57257843017578,183332800
2015-05-28,29.53226864900941,29.552424845093974,29.36205507519051,29.51435089111328,122933200
2015-05-29,29.391175542109348,29.440448533861847,29.093299152865114,29.178407669067383,203538000
2015-06-01,29.178397435025925,29.427000745322438,29.126886022611334,29.23662757873535,128451200
2015-06-02,29.084339081925986,29.26351326885453,28.963398470790658,29.10673713684082,134670400
2015-06-03,29.263504953092546,29.32621538807771,29.09328798602219,29.142560958862305,123934000
2015-06-04,29.021627874476714,29.245594747947784,28.87157047934669,28.972354888916016,153800400
2015-06-05,29.00370861831629,29.04626286887471,28.74838653242886,28.813335418701172,142507200
2015-06-08,28.869322502416942,28.93875508914068,28.405712949709557,28.622961044311523,210699200
2015-06-09,28.376600642137156,28.685676004307577,28.134717730578338,28.537857055664062,224301600
2015-06-10,28.64983940814395,28.967871929113908,28.6341617967928,28.864849090576172,156349200
2015-06-11,28.932033944612545,29.1560007783716,28.77525784447374,28.799894332885742,141563600
