Predicted Price
134.9088
13.360002
11.354455
16.706861
61.859436
18.135517
40.96107
28.217426
47.728157
41.379864
47.150757
25.407034
15.939821
145.35445
53.217316
7.712424
21.771168
53.79219
28.166807
40.327263
13.679943
33.084427
26.921448
131.1536
26.421482
17.331543
68.51302
24.841898
9.368372
16.628273
11.648395
16.216543
25.56495
10.252882
24.891508
50.36724
16.91967
7.694635
48.60292
16.822016
149.31915
23.921783
16.16203
17.725315
43.366207
41.03627
26.465574
38.053745
68.05984
12.118953
55.280373
21.68306
148.78232
50.61689
17.39549
134.61024
25.00531
32.279648
13.459576
21.90152
10.611935
123.28219
120.07618
20.236876
140.12619
64.33475
10.271286
26.001684
11.53511
21.721207
34.546143
24.499937
11.666101
22.330189
134.48265
146.03842
27.19296
17.07179
19.423985
120.66234
53.57759
7.359656
13.431015
11.964879
25.012863
16.398788
40.672157
39.47914
26.087393
12.738674
35.668213
17.517778
17.431562
28.488482
58.93248
25.995909
25.84385
15.371171
32.322544
91.823685
27.47617
7.738912
17.256927
37.18286
128.0082
7.7731714
21.20169
19.16361
172.81604
51.51282
9.873584
131.50821
19.999355
21.339655
112.788925
22.28655
28.201826
120.84908
15.680224
45.57389
145.83588
25.24903
45.33841
15.281531
46.617706
40.50672
52.87918
27.0085
93.020744
8.042812
21.216858
13.353473
20.28514
24.580683
9.7727165
48.843166
10.520901
11.785399
45.44245
7.443003
21.19412
10.338508
45.78118
16.624485
12.703381
169.16925
12.786497
24.399635
36.1778
13.934793
11.975749
20.35001
23.482042
34.656883
27.340706
40.613033
44.201683
15.219786
17.349617
45.679462
170.5168
59.908016
36.91669
11.443852
12.541436
145.43517
7.7257404
73.0444
26.900736
31.127228
24.837757
17.372553
9.624833
22.281765
9.693416
9.346699
29.848223
7.4957633
7.7841067
130.22153
13.071565
10.463602
15.323181
13.224835
119.13527
53.61311
46.144356
27.60054
49.11808
17.277317
60.621647
9.268561
18.486773
16.585835
49.087254
26.023966
53.26696
46.857628
8.647149
21.819817
38.734535
13.783293
19.611835
19.082767
47.378353
54.904926
28.782814
34.06243
39.726128
87.94387
26.73571
14.857962
10.493141
35.316532
117.03424
59.152378
15.378431
66.330376
9.416765
17.75699
16.71178
44.790997
45.16158
28.558262
122.605286
64.88646
18.406265
25.416798
9.780096
9.254061
17.399689
22.498505
11.2453375
10.251187
10.138228
66.615105
27.681124
51.123455
33.68699
140.93777
13.216156
26.578447
40.868767
42.309452
126.050476
131.69536
13.582295
10.373055
105.225586
8.872773
25.579287
51.56749
20.385834
141.69885
10.363391
19.850338
124.81772
13.936538
145.47194
9.309692
17.104908
111.213936
54.364796
143.417
10.19787
13.2625265
12.37913
11.656532
33.22264
17.320091
20.04139
12.063883
40.81112
157.0265
8.674405
64.742004
115.25492
141.27226
11.446843
14.9714
120.41984
32.4283
41.365948
34.883038
17.394918
11.289969
33.731537
28.82266
18.59618
21.101051
13.191401
74.30009
17.151043
113.22701
10.200639
88.629364
24.843403
42.305832
11.43675
16.60757
43.697556
39.125732
17.164465
25.005533
12.061978
45.58715
174.715
64.833305
17.270876
50.42271
50.128403
7.127159
40.531147
37.817463
119.220985
11.722665
75.62173
38.111595
26.54374
9.975134
10.462532
10.544783
126.52665
51.65677
7.7317452
29.144127
116.23527
40.310482
25.4318
140.83902
75.38779
72.22153
28.5447
7.4627786
16.549627
124.8208
55.65391
14.070202
40.081135
22.027863
10.70255
23.938894
116.2971
50.175785
40.599586
37.252327
40.765713
13.124404
25.20662
127.15243
60.188274
22.506224
148.11865
38.845142
10.201407
7.296384
49.533836
11.258764
13.204497
94.11229
31.832108
28.490965
28.56186
57.19902
18.402655
13.456619
15.884238
25.025797
99.49417
18.533737
