Predicted Price
41.091236
25.631685
13.1771145
44.886246
40.670063
41.0304
13.548307
59.752117
21.840126
11.135588
43.59063
126.5993
28.161171
74.65491
13.289628
36.81427
48.22082
117.14945
7.834236
28.467228
28.012037
145.48233
16.395395
9.547296
18.49712
135.3347
23.358335
135.74901
113.128586
49.19375
31.93321
13.518844
48.25691
65.690254
25.791151
49.319954
17.448612
8.054885
26.041882
160.7348
23.737322
26.11618
21.678392
28.360844
31.294474
33.847935
123.05759
20.457525
26.524511
24.942959
53.579174
7.5939064
120.81895
41.15401
94.926834
149.48671
24.978111
28.17236
21.923162
43.259956
10.41507
94.77054
16.494215
53.590336
116.16552
15.780656
25.090322
10.383098
18.234116
40.223152
9.445739
35.075512
36.234566
10.277904
10.345804
47.7189
11.606043
13.710659
25.235508
50.71926
7.5459366
18.769917
13.142028
41.971294
18.168045
33.70249
11.1391945
13.675015
64.95995
15.757253
10.209471
12.9963
108.887375
40.3551
35.42992
7.616363
20.154572
53.536125
17.264662
15.374857
111.12414
10.201182
25.088049
37.323776
95.379875
9.735372
116.60823
26.36599
28.77456
26.084196
30.947798
22.199558
44.180912
10.1534
41.34489
47.737576
133.35666
124.89076
132.99716
120.20669
22.32237
42.220333
18.53854
15.811086
18.917974
7.8335505
78.27054
40.097523
9.914382
52.5846
76.51337
65.92372
22.289751
29.60489
44.58575
57.534153
26.558586
26.096098
8.381212
9.205618
165.5642
28.736235
41.966152
10.197844
11.45559
12.016598
26.741426
79.3391
11.89567
21.984442
35.57827
124.8105
10.155733
95.038315
28.124268
22.424515
21.28028
26.716135
9.769869
27.079723
21.715494
7.6144705
7.69983
81.16777
18.069935
9.8334255
27.839676
17.46836
14.698455
13.838031
21.645716
17.37042
16.581379
25.118412
16.552355
33.111298
28.8754
45.802895
42.178753
16.582958
145.57814
16.908201
13.759495
20.164097
17.431562
9.038519
18.674776
31.64772
19.010864
26.90422
53.257374
9.471743
11.010771
25.17124
135.75436
15.307055
40.87406
11.56831
142.37642
40.615234
9.524323
19.770493
63.59451
9.634996
24.799498
56.574116
35.397236
22.011158
17.375715
7.54165
22.575254
13.022847
18.163408
40.79148
21.144865
16.576738
147.56253
77.30931
34.313667
21.134
62.718925
15.666742
